Caveat,CaveatCodes,CaveatFootnotes,DataSetCaveat,DataSetCaveatCodes,DataSetCaveatFootnotes,DataSetMetaTagCodes,DataSetMetaTags,DataSetMetaTagsWithType,DecimalPlaces,GroupNumber,UnitsArePrefix,LowerValue,MappedState,MeasureCategoryCode,MeasureCode,MeasureMetaTagCodes,MeasureMetaTags,MeasureMetaTagsWithType,MeasureName,PeerCaveat,PeerCaveatCodes,PeerCaveatFootnotes,PeerGroupName,PeerSuppression,PeerSuppressionCodes,PeerValue,ProxyChildren,ProxyReportingUnitName,ReportedMeasureCategoryCode,ReportedMeasureCategoryName,ReportedMeasureCategoryThreeCode,ReportedMeasureCategoryThreeName,ReportedMeasureCategoryTwoCode,ReportedMeasureCategoryTwoName,ReportedMeasureCategoryTypeCode,ReportedMeasureCategoryTypeName,ReportedMeasureCategoryThreeTypeCode,ReportedMeasureCategoryThreeTypeName,ReportedMeasureCategoryTwoTypeCode,ReportedMeasureCategoryTwoTypeName,ReportedMeasureCode,ReportedMeasureMetaTagCodes,ReportedMeasureMetaTags,ReportedMeasureMetaTagsWithType,ReportedMeasureName,ReportingEnd,ReportingStart,ReportingUnitCode,ReportingUnitMetaTagCodes,ReportingUnitMetaTags,ReportingUnitMetaTagsWithType,ReportingUnitName,ReportingUnitTypeCode,ReportingUnitTypeName,Suppression,SuppressionCodes,UnitsDisplay,UnitsName,UpperValue,Value
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,7.0000000000,,,ES_I071_Fracture,Fracture non-union - treatment of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0533,,,,Fracture non-union - treatment of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,239.0000000000,,,ES_I072_FunctionalEndoscopicSinusSurgery,Functional endoscopic sinus surgery,,,,,ES_IP,Intended procedure,,,,,MYH-RM0534,,,,Functional endoscopic sinus surgery,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,294.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,97.0000000000,,,ES_I073_Fundoplication,Fundoplication,,,,,ES_IP,Intended procedure,,,,,MYH-RM0535,,,,Fundoplication,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,91.0000000000,,,ES_I074_Ganglion,Ganglion - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0536,,,,Ganglion - excision of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,218.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,156.0000000000,,,ES_I075_HammerToe,Hammer/claw/mallet toe - correction of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0537,,,,Hammer/claw/mallet toe - correction of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,90.0000000000,,,ES_I077_Herniorrhaphy,Herniorrhaphy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0539,,,,Herniorrhaphy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,91.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,119.0000000000,,,ES_I078_Hydrocele,Hydrocele - repair of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0540,,,,Hydrocele - repair of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,99.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,171.0000000000,,,ES_I079_Hypospadias,Hypospadias - repair of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0541,,,,Hypospadias - repair of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,32.0000000000,,,ES_I080_Hysteroscopy,"Hysteroscopy, dilatation and curettage",,,,,ES_IP,Intended procedure,,,,,MYH-RM0542,,,,"Hysteroscopy, dilatation and curettage",2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,43.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,80.0000000000,,,ES_I083_Laparoscopy,Laparoscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0545,,,,Laparoscopy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,55.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,38.0000000000,,,ES_I084_LargeLoopExcision,Large loop excision of the transformation zone cervix (LLETZ),,,,,ES_IP,Intended procedure,,,,,MYH-RM0546,,,,Large loop excision of the transformation zone cervix (LLETZ),2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,47.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,64.0000000000,,,ES_I086_LingualFrenulumSurgery,Lingual or maxillary frenulum surgery,,,,,ES_IP,Intended procedure,,,,,MYH-RM0548,,,,Lingual or maxillary frenulum surgery,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,28.0000000000,,,ES_I087_Lithotripsy,Lithotripsy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0549,,,,Lithotripsy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,19.0000000000,,,ES_I090_Mastectomy,Mastectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0552,,,,Mastectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,14.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,104.0000000000,,,ES_I092_Meatoplasty,Meatoplasty,,,,,ES_IP,Intended procedure,,,,,MYH-RM0554,,,,Meatoplasty,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,61.0000000000,,,ES_I093_Meniscectomy,Meniscectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0555,,,,Meniscectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,36.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,22.0000000000,,,ES_I094_Microlaryngoscopy,Microlaryngoscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0556,,,,Microlaryngoscopy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,84.0000000000,,,ES_I097_Myomectomy,Myomectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0559,,,,Myomectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,86.0000000000,,,ES_I100_Nasendoscopy,Nasendoscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0562,,,,Nasendoscopy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,261.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,31.0000000000,,,ES_I102_Nephrectomy,Nephrectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0564,,,,Nephrectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,13.0000000000,,,ES_I105_Orchidectomy,Orchidectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0567,,,,Orchidectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,63.0000000000,,,ES_I106_Orchidopexy,Orchidopexy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0568,,,,Orchidopexy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,123.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,146.0000000000,,,ES_I107_Osteotomy,Osteotomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0569,,,,Osteotomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,91.0000000000,,,ES_I108_Parathyroidectomy,Parathyroidectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0570,,,,Parathyroidectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,80.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,74.0000000000,,,ES_I109_Parotidectomy,Parotidectomy/submandibular gland - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0571,,,,Parotidectomy/submandibular gland - excision of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,70.0000000000,,,ES_I114_PilonidalSinusSurgery,Pilonidal sinus surgery,,,,,ES_IP,Intended procedure,,,,,MYH-RM0576,,,,Pilonidal sinus surgery,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,86.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,34.0000000000,,,ES_I119_ProstateBiopsy,Prostate biopsy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0581,,,,Prostate biopsy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,62.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,93.0000000000,,,ES_I125_RepairHiatusHernia,Repair of obstructing hiatus hernia,,,,,ES_IP,Intended procedure,,,,,MYH-RM0587,,,,Repair of obstructing hiatus hernia,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,50.0000000000,,,ES_I130_SalpingoOophorectomy,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0592,,,,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,75.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,125.0000000000,,,ES_I131_ScarRevision,Scar revision,,,,,ES_IP,Intended procedure,,,,,MYH-RM0593,,,,Scar revision,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,145.0000000000,,,ES_I132_ShoulderJointReplacement,Shoulder joint replacement,,,,,ES_IP,Intended procedure,,,,,MYH-RM0594,,,,Shoulder joint replacement,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,172.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,111.0000000000,,,ES_I133_ShoulderReconstruction,Shoulder reconstruction,,,,,ES_IP,Intended procedure,,,,,MYH-RM0595,,,,Shoulder reconstruction,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,26.0000000000,,,ES_I134_SkinLesion,Skin lesion - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0596,,,,Skin lesion - excision of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,56.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,391.0000000000,,,ES_I135_Stapedectomy,Stapedectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0597,,,,Stapedectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,43.0000000000,,,ES_I139_TendonRelease,Tendon release,,,,,ES_IP,Intended procedure,,,,,MYH-RM0601,,,,Tendon release,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,62.0000000000,,,ES_I142_Thyroidectomy,Thyroidectomy/hemi-thyroidectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0604,,,,Thyroidectomy/hemi-thyroidectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,,,days,days,,64.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,56.0000000000,,,ES_I143_ToenailSurgery,Toenail surgery,,,,,ES_IP,Intended procedure,,,,,MYH-RM0605,,,,Toenail surgery,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,77.0000000000,,,ES_I145_TriggerFingerRelease,Trigger finger/thumb release,,,,,ES_IP,Intended procedure,,,,,MYH-RM0607,,,,Trigger finger/thumb release,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,331.0000000000,,,ES_I146_Turbinectomy,Turbinectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0608,,,,Turbinectomy,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,26.0000000000,,,ES_I149_UretericStent,Ureteric stent - insertion of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0611,,,,Ureteric stent - insertion of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,33.0000000000,,,ES_I150_UrethraDilatation,Urethra - dilatation of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0612,,,,Urethra - dilatation of,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large metropolitan hospitals,,,204.0000000000,,,ES_I151_VaginalRepair,Vaginal repair - anterior/posterior,,,,,ES_IP,Intended procedure,,,,,MYH-RM0613,,,,Vaginal repair - anterior/posterior,2025-06-30,2024-07-01,H0065,,,,Hornsby Ku-ring-gai Hospital,H,Hospital,NP,X40,days,days,,
