Caveat,CaveatCodes,CaveatFootnotes,DataSetCaveat,DataSetCaveatCodes,DataSetCaveatFootnotes,DataSetMetaTagCodes,DataSetMetaTags,DataSetMetaTagsWithType,DecimalPlaces,GroupNumber,UnitsArePrefix,LowerValue,MappedState,MeasureCategoryCode,MeasureCode,MeasureMetaTagCodes,MeasureMetaTags,MeasureMetaTagsWithType,MeasureName,PeerCaveat,PeerCaveatCodes,PeerCaveatFootnotes,PeerGroupName,PeerSuppression,PeerSuppressionCodes,PeerValue,ProxyChildren,ProxyReportingUnitName,ReportedMeasureCategoryCode,ReportedMeasureCategoryName,ReportedMeasureCategoryThreeCode,ReportedMeasureCategoryThreeName,ReportedMeasureCategoryTwoCode,ReportedMeasureCategoryTwoName,ReportedMeasureCategoryTypeCode,ReportedMeasureCategoryTypeName,ReportedMeasureCategoryThreeTypeCode,ReportedMeasureCategoryThreeTypeName,ReportedMeasureCategoryTwoTypeCode,ReportedMeasureCategoryTwoTypeName,ReportedMeasureCode,ReportedMeasureMetaTagCodes,ReportedMeasureMetaTags,ReportedMeasureMetaTagsWithType,ReportedMeasureName,ReportingEnd,ReportingStart,ReportingUnitCode,ReportingUnitMetaTagCodes,ReportingUnitMetaTags,ReportingUnitMetaTagsWithType,ReportingUnitName,ReportingUnitTypeCode,ReportingUnitTypeName,Suppression,SuppressionCodes,UnitsDisplay,UnitsName,UpperValue,Value
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,82.0000000000,,,ES_I114_PilonidalSinusSurgery,Pilonidal sinus surgery,,,,,ES_IP,Intended procedure,,,,,MYH-RM0576,,,,Pilonidal sinus surgery,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,,,days,days,,89.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,250.0000000000,,,ES_I118_ProcedureStrabismus,Procedure for strabismus (squint repair),,,,,ES_IP,Intended procedure,,,,,MYH-RM0580,,,,Procedure for strabismus (squint repair),2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,36.0000000000,,,ES_I119_ProstateBiopsy,Prostate biopsy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0581,,,,Prostate biopsy,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,,,days,days,,35.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,339.0000000000,,,ES_I120_PterygiumExcision,Pterygium - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0582,,,,Pterygium - excision of,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,49.0000000000,,,ES_I122_Pyeloplasty,Pyeloplasty/correction of ureteropelvic junction,,,,,ES_IP,Intended procedure,,,,,MYH-RM0584,,,,Pyeloplasty/correction of ureteropelvic junction,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,137.0000000000,,,ES_I125_RepairHiatusHernia,Repair of obstructing hiatus hernia,,,,,ES_IP,Intended procedure,,,,,MYH-RM0587,,,,Repair of obstructing hiatus hernia,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,223.0000000000,,,ES_I129_RotatorCuff,Rotator cuff - repair of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0591,,,,Rotator cuff - repair of,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,64.0000000000,,,ES_I130_SalpingoOophorectomy,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0592,,,,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,,,days,days,,96.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,270.0000000000,,,ES_I132_ShoulderJointReplacement,Shoulder joint replacement,,,,,ES_IP,Intended procedure,,,,,MYH-RM0594,,,,Shoulder joint replacement,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,,,days,days,,230.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,24.0000000000,,,ES_I134_SkinLesion,Skin lesion - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0596,,,,Skin lesion - excision of,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,,,days,days,,29.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,63.0000000000,,,ES_I142_Thyroidectomy,Thyroidectomy/hemi-thyroidectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0604,,,,Thyroidectomy/hemi-thyroidectomy,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,58.0000000000,,,ES_I143_ToenailSurgery,Toenail surgery,,,,,ES_IP,Intended procedure,,,,,MYH-RM0605,,,,Toenail surgery,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,,,days,days,,134.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,110.0000000000,,,ES_I145_TriggerFingerRelease,Trigger finger/thumb release,,,,,ES_IP,Intended procedure,,,,,MYH-RM0607,,,,Trigger finger/thumb release,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,26.0000000000,,,ES_I149_UretericStent,Ureteric stent - insertion of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0611,,,,Ureteric stent - insertion of,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,168.0000000000,,,ES_I151_VaginalRepair,Vaginal repair - anterior/posterior,,,,,ES_IP,Intended procedure,,,,,MYH-RM0613,,,,Vaginal repair - anterior/posterior,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Large regional hospitals,,,,,,ES_S12_PaediatricSurgery,Paediatric surgery,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0616,,,,Paediatric surgery,2025-06-30,2024-07-01,H0097,,,,Manning Hospital,H,Hospital,,,days,days,,81.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,13.0000000000,,,ES_U1_Urgent,Urgent elective surgery,,,,,ES_URGENCY,Urgency categorisation,,,,,MYH-RM0040,,,,Urgent elective surgery,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,16.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,48.0000000000,,,ES_U2_SemiUrgent,Semi-urgent elective surgery,,,,,ES_URGENCY,Urgency categorisation,,,,,MYH-RM0041,,,,Semi-urgent elective surgery,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,61.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,141.0000000000,,,ES_U3_NonUrgent,Non-urgent elective surgery,,,,,ES_URGENCY,Urgency categorisation,,,,,MYH-RM0042,,,,Non-urgent elective surgery,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,189.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Small hospitals,,,,,,ES_S3_GeneralSurgery,General surgery,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0059,,,,General surgery,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,84.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,42.0000000000,,,ES_I002_Cholecystectomy,Cholecystectomy (open/laparoscopic),,,,,ES_IP,Intended procedure,,,,,MYH-RM0060,,,,Cholecystectomy (open/laparoscopic),2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,122.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,54.0000000000,,,ES_I005_Haemorrhoidectomy,Haemorrhoidectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0061,,,,Haemorrhoidectomy,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,62.0000000000,,,ES_I007_InguinalHerniotomy,Inguinal herniotomy/herniorrhaphy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0062,,,,Inguinal herniotomy/herniorrhaphy,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,244.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Small hospitals,,,,,,ES_S4_Gynaecology,Gynaecology,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0063,,,,Gynaecology,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,40.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Small hospitals,,,,,,ES_S7_OrthopaedicSurgery,Orthopaedic surgery,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0066,,,,Orthopaedic surgery,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,164.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Small hospitals,,,,,,ES_S11_OtherSurgery,Other surgery,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0069,,,,Other surgery,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Small hospitals,,,,,,ES_S9_Urology,Urology,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0071,,,,Urology,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,77.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,20.0000000000,,,ES_I004_Cystoscopy,Cystoscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0072,,,,Cystoscopy,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,81.0000000000
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,48.0000000000,,,ES_I010_Prostatectomy,Prostatectomy (transurethral or open),,,,,ES_IP,Intended procedure,,,,,MYH-RM0073,,,,Prostatectomy (transurethral or open),2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,110.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,74.0000000000,,,ES_I023_ACL,Anterior cruciate ligament reconstruction,,,,,ES_IP,Intended procedure,,,,,MYH-RM0486,,,,Anterior cruciate ligament reconstruction,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,63.0000000000,,,ES_I026_Arthroscopy,Arthroscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0489,,,,Arthroscopy,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,24.0000000000,,,ES_I029_BartholinAbscessDrainage,Bartholin's abscess drainage,,,,,ES_IP,Intended procedure,,,,,MYH-RM0491,,,,Bartholin's abscess drainage,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,15.0000000000,,,ES_I034_BreastLump,Breast lump - excision and/or biopsy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0496,,,,Breast lump - excision and/or biopsy,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,20.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,165.0000000000,,,ES_I036_BreastReconstruction,Breast reconstruction,,,,,ES_IP,Intended procedure,,,,,MYH-RM0498,,,,Breast reconstruction,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,54.0000000000,,,ES_I040_CarpalTunnel,Carpal tunnel release,,,,,ES_IP,Intended procedure,,,,,MYH-RM0502,,,,Carpal tunnel release,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,54.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,71.0000000000,,,ES_I045_Circumcision,Circumcision,,,,,ES_IP,Intended procedure,,,,,MYH-RM0507,,,,Circumcision,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,20.0000000000,,,ES_I049_ConeBiopsy,Cone biopsy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0511,,,,Cone biopsy,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,2.0000000000,,,ES_I055_CurettageUterus,Curettage and evacuation of uterus,,,,,ES_IP,Intended procedure,,,,,MYH-RM0517,,,,Curettage and evacuation of uterus,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,80.0000000000,,,ES_I058_DermoidCyst,Dermoid cyst - removal of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0520,,,,Dermoid cyst - removal of,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,62.0000000000,,,ES_I065_EpididymalCyst,Epididymal cyst - removal of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0527,,,,Epididymal cyst - removal of,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,91.0000000000,,,ES_I069_FemaleSterilisation,Female sterilisation,,,,,ES_IP,Intended procedure,,,,,MYH-RM0531,,,,Female sterilisation,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,76.0000000000,,,ES_I074_Ganglion,Ganglion - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0536,,,,Ganglion - excision of,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,67.0000000000,,,ES_I077_Herniorrhaphy,Herniorrhaphy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0539,,,,Herniorrhaphy,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,,,days,days,,263.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,NSW,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Small hospitals,,,57.0000000000,,,ES_I078_Hydrocele,Hydrocele - repair of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0540,,,,Hydrocele - repair of,2025-06-30,2024-07-01,H0099,,,,Cessnock Hospital,H,Hospital,NP,X40,days,days,,
